data_type,cancer,year,sex,age_group,count,age_specific_rate,asr_2001,asr_2023,asr_who,asr_segi,age_start
Actual,Melanoma of the skin,2010,Persons,00-04,2,0.1,,,,,0.0
Actual,Melanoma of the skin,2010,Persons,05-09,2,0.1,,,,,5.0
Actual,Melanoma of the skin,2010,Persons,10-14,5,0.4,,,,,10.0
Actual,Melanoma of the skin,2010,Persons,15-19,31,2.1,,,,,15.0
Actual,Melanoma of the skin,2010,Persons,20-24,89,5.5,,,,,20.0
Actual,Melanoma of the skin,2010,Persons,25-29,247,15.2,,,,,25.0
Actual,Melanoma of the skin,2010,Persons,30-34,324,21.6,,,,,30.0
Actual,Melanoma of the skin,2010,Persons,35-39,451,28.2,,,,,35.0
Actual,Melanoma of the skin,2010,Persons,40-44,614,39.9,,,,,40.0
Actual,Melanoma of the skin,2010,Persons,45-49,758,48.8,,,,,45.0
Actual,Melanoma of the skin,2010,Persons,50-54,991,67.8,,,,,50.0
Actual,Melanoma of the skin,2010,Persons,55-59,1149,87.8,,,,,55.0
Actual,Melanoma of the skin,2010,Persons,60-64,1393,116.6,,,,,60.0
Actual,Melanoma of the skin,2010,Persons,65-69,1322,145.5,,,,,65.0
Actual,Melanoma of the skin,2010,Persons,70-74,1191,169.0,,,,,70.0
Actual,Melanoma of the skin,2010,Persons,75-79,1103,200.6,,,,,75.0
Actual,Melanoma of the skin,2010,Persons,80-84,982,224.7,,,,,80.0
Actual,Melanoma of the skin,2010,Persons,85-89,603,229.2,,,,,85.0
Actual,Melanoma of the skin,2010,Persons,90+,256,207.4,,,,,90.0
Actual,Melanoma of the skin,2010,Persons,All ages combined,11513,52.3,48.9,58.6,37.6,33.8,
Actual,Melanoma of the skin,2011,Persons,00-04,1,0.1,,,,,0.0
Actual,Melanoma of the skin,2011,Persons,05-09,3,0.2,,,,,5.0
Actual,Melanoma of the skin,2011,Persons,10-14,7,0.5,,,,,10.0
Actual,Melanoma of the skin,2011,Persons,15-19,38,2.6,,,,,15.0
Actual,Melanoma of the skin,2011,Persons,20-24,103,6.4,,,,,20.0
Actual,Melanoma of the skin,2011,Persons,25-29,213,12.8,,,,,25.0
Actual,Melanoma of the skin,2011,Persons,30-34,281,18.3,,,,,30.0
Actual,Melanoma of the skin,2011,Persons,35-39,467,29.7,,,,,35.0
Actual,Melanoma of the skin,2011,Persons,40-44,626,39.4,,,,,40.0
Actual,Melanoma of the skin,2011,Persons,45-49,782,50.7,,,,,45.0
Actual,Melanoma of the skin,2011,Persons,50-54,940,62.9,,,,,50.0
Actual,Melanoma of the skin,2011,Persons,55-59,1152,86.2,,,,,55.0
Actual,Melanoma of the skin,2011,Persons,60-64,1503,122.6,,,,,60.0
Actual,Melanoma of the skin,2011,Persons,65-69,1403,147.0,,,,,65.0
Actual,Melanoma of the skin,2011,Persons,70-74,1292,177.6,,,,,70.0
Actual,Melanoma of the skin,2011,Persons,75-79,992,177.7,,,,,75.0
Actual,Melanoma of the skin,2011,Persons,80-84,970,218.5,,,,,80.0
Actual,Melanoma of the skin,2011,Persons,85-89,599,220.0,,,,,85.0
Actual,Melanoma of the skin,2011,Persons,90+,273,207.9,,,,,90.0
Actual,Melanoma of the skin,2011,Persons,All ages combined,11645,52.1,48.1,57.8,37.2,33.5,
Actual,Melanoma of the skin,2012,Persons,00-04,1,0.1,,,,,0.0
Actual,Melanoma of the skin,2012,Persons,05-09,0,0.0,,,,,5.0
Actual,Melanoma of the skin,2012,Persons,10-14,3,0.2,,,,,10.0
Actual,Melanoma of the skin,2012,Persons,15-19,34,2.3,,,,,15.0
Actual,Melanoma of the skin,2012,Persons,20-24,114,7.0,,,,,20.0
Actual,Melanoma of the skin,2012,Persons,25-29,231,13.6,,,,,25.0
Actual,Melanoma of the skin,2012,Persons,30-34,334,21.0,,,,,30.0
Actual,Melanoma of the skin,2012,Persons,35-39,450,28.9,,,,,35.0
Actual,Melanoma of the skin,2012,Persons,40-44,658,40.3,,,,,40.0
Actual,Melanoma of the skin,2012,Persons,45-49,774,50.5,,,,,45.0
Actual,Melanoma of the skin,2012,Persons,50-54,1062,69.7,,,,,50.0
Actual,Melanoma of the skin,2012,Persons,55-59,1193,87.5,,,,,55.0
Actual,Melanoma of the skin,2012,Persons,60-64,1437,117.2,,,,,60.0
Actual,Melanoma of the skin,2012,Persons,65-69,1535,150.2,,,,,65.0
Actual,Melanoma of the skin,2012,Persons,70-74,1331,176.4,,,,,70.0
Actual,Melanoma of the skin,2012,Persons,75-79,1131,197.8,,,,,75.0
Actual,Melanoma of the skin,2012,Persons,80-84,933,209.6,,,,,80.0
Actual,Melanoma of the skin,2012,Persons,85-89,689,246.2,,,,,85.0
Actual,Melanoma of the skin,2012,Persons,90+,329,233.9,,,,,90.0
Actual,Melanoma of the skin,2012,Persons,All ages combined,12239,53.8,49.5,59.4,38.1,34.3,
Actual,Melanoma of the skin,2013,Persons,00-04,2,0.1,,,,,0.0
Actual,Melanoma of the skin,2013,Persons,05-09,2,0.1,,,,,5.0
Actual,Melanoma of the skin,2013,Persons,10-14,6,0.4,,,,,10.0
Actual,Melanoma of the skin,2013,Persons,15-19,34,2.3,,,,,15.0
Actual,Melanoma of the skin,2013,Persons,20-24,105,6.4,,,,,20.0
Actual,Melanoma of the skin,2013,Persons,25-29,229,13.2,,,,,25.0
Actual,Melanoma of the skin,2013,Persons,30-34,324,19.6,,,,,30.0
Actual,Melanoma of the skin,2013,Persons,35-39,461,29.7,,,,,35.0
Actual,Melanoma of the skin,2013,Persons,40-44,665,40.1,,,,,40.0
Actual,Melanoma of the skin,2013,Persons,45-49,802,52.4,,,,,45.0
Actual,Melanoma of the skin,2013,Persons,50-54,1079,69.7,,,,,50.0
Actual,Melanoma of the skin,2013,Persons,55-59,1205,86.7,,,,,55.0
Actual,Melanoma of the skin,2013,Persons,60-64,1475,118.7,,,,,60.0
Actual,Melanoma of the skin,2013,Persons,65-69,1676,155.2,,,,,65.0
Actual,Melanoma of the skin,2013,Persons,70-74,1421,182.3,,,,,70.0
Actual,Melanoma of the skin,2013,Persons,75-79,1256,213.6,,,,,75.0
Actual,Melanoma of the skin,2013,Persons,80-84,1071,240.4,,,,,80.0
Actual,Melanoma of the skin,2013,Persons,85-89,702,243.7,,,,,85.0
Actual,Melanoma of the skin,2013,Persons,90+,358,239.2,,,,,90.0
Actual,Melanoma of the skin,2013,Persons,All ages combined,12873,55.7,50.8,61.3,38.9,34.9,
Actual,Melanoma of the skin,2014,Persons,00-04,1,0.1,,,,,0.0
Actual,Melanoma of the skin,2014,Persons,05-09,0,0.0,,,,,5.0
Actual,Melanoma of the skin,2014,Persons,10-14,2,0.1,,,,,10.0
Actual,Melanoma of the skin,2014,Persons,15-19,35,2.4,,,,,15.0
Actual,Melanoma of the skin,2014,Persons,20-24,106,6.4,,,,,20.0
Actual,Melanoma of the skin,2014,Persons,25-29,203,11.6,,,,,25.0
Actual,Melanoma of the skin,2014,Persons,30-34,321,18.8,,,,,30.0
Actual,Melanoma of the skin,2014,Persons,35-39,425,27.3,,,,,35.0
Actual,Melanoma of the skin,2014,Persons,40-44,703,42.3,,,,,40.0
Actual,Melanoma of the skin,2014,Persons,45-49,828,53.8,,,,,45.0
Actual,Melanoma of the skin,2014,Persons,50-54,1138,72.9,,,,,50.0
Actual,Melanoma of the skin,2014,Persons,55-59,1192,84.1,,,,,55.0
Actual,Melanoma of the skin,2014,Persons,60-64,1460,115.6,,,,,60.0
Actual,Melanoma of the skin,2014,Persons,65-69,1789,160.0,,,,,65.0
Actual,Melanoma of the skin,2014,Persons,70-74,1450,178.1,,,,,70.0
Actual,Melanoma of the skin,2014,Persons,75-79,1323,217.4,,,,,75.0
Actual,Melanoma of the skin,2014,Persons,80-84,1108,247.9,,,,,80.0
Actual,Melanoma of the skin,2014,Persons,85-89,734,249.0,,,,,85.0
Actual,Melanoma of the skin,2014,Persons,90+,386,242.2,,,,,90.0
Actual,Melanoma of the skin,2014,Persons,All ages combined,13204,56.2,51.0,61.4,38.9,34.8,
Actual,Melanoma of the skin,2015,Persons,00-04,0,0.0,,,,,0.0
Actual,Melanoma of the skin,2015,Persons,05-09,1,0.1,,,,,5.0
Actual,Melanoma of the skin,2015,Persons,10-14,2,0.1,,,,,10.0
Actual,Melanoma of the skin,2015,Persons,15-19,23,1.6,,,,,15.0
Actual,Melanoma of the skin,2015,Persons,20-24,99,5.9,,,,,20.0
Actual,Melanoma of the skin,2015,Persons,25-29,227,12.7,,,,,25.0
Actual,Melanoma of the skin,2015,Persons,30-34,331,18.9,,,,,30.0
Actual,Melanoma of the skin,2015,Persons,35-39,420,26.7,,,,,35.0
Actual,Melanoma of the skin,2015,Persons,40-44,683,41.3,,,,,40.0
Actual,Melanoma of the skin,2015,Persons,45-49,864,55.3,,,,,45.0
Actual,Melanoma of the skin,2015,Persons,50-54,1116,71.5,,,,,50.0
Actual,Melanoma of the skin,2015,Persons,55-59,1273,88.1,,,,,55.0
Actual,Melanoma of the skin,2015,Persons,60-64,1571,122.5,,,,,60.0
Actual,Melanoma of the skin,2015,Persons,65-69,1846,159.6,,,,,65.0
Actual,Melanoma of the skin,2015,Persons,70-74,1665,195.8,,,,,70.0
Actual,Melanoma of the skin,2015,Persons,75-79,1439,228.2,,,,,75.0
Actual,Melanoma of the skin,2015,Persons,80-84,1025,228.7,,,,,80.0
Actual,Melanoma of the skin,2015,Persons,85-89,768,255.3,,,,,85.0
Actual,Melanoma of the skin,2015,Persons,90+,372,221.3,,,,,90.0
Actual,Melanoma of the skin,2015,Persons,All ages combined,13725,57.6,51.9,62.6,39.6,35.5,
Actual,Melanoma of the skin,2016,Persons,00-04,3,0.2,,,,,0.0
Actual,Melanoma of the skin,2016,Persons,05-09,0,0.0,,,,,5.0
Actual,Melanoma of the skin,2016,Persons,10-14,5,0.3,,,,,10.0
Actual,Melanoma of the skin,2016,Persons,15-19,35,2.4,,,,,15.0
Actual,Melanoma of the skin,2016,Persons,20-24,97,5.7,,,,,20.0
Actual,Melanoma of the skin,2016,Persons,25-29,240,13.2,,,,,25.0
Actual,Melanoma of the skin,2016,Persons,30-34,372,20.7,,,,,30.0
Actual,Melanoma of the skin,2016,Persons,35-39,496,30.9,,,,,35.0
Actual,Melanoma of the skin,2016,Persons,40-44,691,42.5,,,,,40.0
Actual,Melanoma of the skin,2016,Persons,45-49,929,57.9,,,,,45.0
Actual,Melanoma of the skin,2016,Persons,50-54,1097,70.8,,,,,50.0
Actual,Melanoma of the skin,2016,Persons,55-59,1401,94.9,,,,,55.0
Actual,Melanoma of the skin,2016,Persons,60-64,1635,125.3,,,,,60.0
Actual,Melanoma of the skin,2016,Persons,65-69,1996,167.3,,,,,65.0
Actual,Melanoma of the skin,2016,Persons,70-74,1766,198.4,,,,,70.0
Actual,Melanoma of the skin,2016,Persons,75-79,1448,222.4,,,,,75.0
Actual,Melanoma of the skin,2016,Persons,80-84,1101,241.9,,,,,80.0
Actual,Melanoma of the skin,2016,Persons,85-89,830,271.8,,,,,85.0
Actual,Melanoma of the skin,2016,Persons,90+,395,222.8,,,,,90.0
Actual,Melanoma of the skin,2016,Persons,All ages combined,14537,60.1,53.7,64.7,41.1,36.9,
Actual,Melanoma of the skin,2017,Persons,00-04,2,0.1,,,,,0.0
Actual,Melanoma of the skin,2017,Persons,05-09,0,0.0,,,,,5.0
Actual,Melanoma of the skin,2017,Persons,10-14,4,0.3,,,,,10.0
Actual,Melanoma of the skin,2017,Persons,15-19,32,2.2,,,,,15.0
Actual,Melanoma of the skin,2017,Persons,20-24,88,5.1,,,,,20.0
Actual,Melanoma of the skin,2017,Persons,25-29,208,11.3,,,,,25.0
Actual,Melanoma of the skin,2017,Persons,30-34,381,20.8,,,,,30.0
Actual,Melanoma of the skin,2017,Persons,35-39,463,27.9,,,,,35.0
Actual,Melanoma of the skin,2017,Persons,40-44,667,41.6,,,,,40.0
Actual,Melanoma of the skin,2017,Persons,45-49,937,56.8,,,,,45.0
Actual,Melanoma of the skin,2017,Persons,50-54,1131,73.5,,,,,50.0
Actual,Melanoma of the skin,2017,Persons,55-59,1520,100.8,,,,,55.0
Actual,Melanoma of the skin,2017,Persons,60-64,1616,121.3,,,,,60.0
Actual,Melanoma of the skin,2017,Persons,65-69,1951,163.2,,,,,65.0
Actual,Melanoma of the skin,2017,Persons,70-74,2031,212.1,,,,,70.0
Actual,Melanoma of the skin,2017,Persons,75-79,1532,226.6,,,,,75.0
Actual,Melanoma of the skin,2017,Persons,80-84,1167,249.1,,,,,80.0
Actual,Melanoma of the skin,2017,Persons,85-89,808,263.0,,,,,85.0
Actual,Melanoma of the skin,2017,Persons,90+,424,231.2,,,,,90.0
Actual,Melanoma of the skin,2017,Persons,All ages combined,14962,60.8,54.0,65.1,41.1,36.8,
Actual,Melanoma of the skin,2018,Persons,00-04,0,0.0,,,,,0.0
Actual,Melanoma of the skin,2018,Persons,05-09,1,0.1,,,,,5.0
Actual,Melanoma of the skin,2018,Persons,10-14,6,0.4,,,,,10.0
Actual,Melanoma of the skin,2018,Persons,15-19,33,2.2,,,,,15.0
Actual,Melanoma of the skin,2018,Persons,20-24,114,6.6,,,,,20.0
Actual,Melanoma of the skin,2018,Persons,25-29,209,11.2,,,,,25.0
Actual,Melanoma of the skin,2018,Persons,30-34,357,19.2,,,,,30.0
Actual,Melanoma of the skin,2018,Persons,35-39,491,28.4,,,,,35.0
Actual,Melanoma of the skin,2018,Persons,40-44,661,41.4,,,,,40.0
Actual,Melanoma of the skin,2018,Persons,45-49,967,57.7,,,,,45.0
Actual,Melanoma of the skin,2018,Persons,50-54,1135,74.1,,,,,50.0
Actual,Melanoma of the skin,2018,Persons,55-59,1460,95.2,,,,,55.0
Actual,Melanoma of the skin,2018,Persons,60-64,1714,126.1,,,,,60.0
Actual,Melanoma of the skin,2018,Persons,65-69,1905,157.5,,,,,65.0
Actual,Melanoma of the skin,2018,Persons,70-74,1997,196.3,,,,,70.0
Actual,Melanoma of the skin,2018,Persons,75-79,1622,232.7,,,,,75.0
Actual,Melanoma of the skin,2018,Persons,80-84,1185,244.6,,,,,80.0
Actual,Melanoma of the skin,2018,Persons,85-89,825,267.1,,,,,85.0
Actual,Melanoma of the skin,2018,Persons,90+,453,239.1,,,,,90.0
Actual,Melanoma of the skin,2018,Persons,All ages combined,15135,60.6,53.4,64.4,40.7,36.5,
Actual,Melanoma of the skin,2019,Persons,00-04,1,0.1,,,,,0.0
Actual,Melanoma of the skin,2019,Persons,05-09,2,0.1,,,,,5.0
Actual,Melanoma of the skin,2019,Persons,10-14,5,0.3,,,,,10.0
Actual,Melanoma of the skin,2019,Persons,15-19,36,2.4,,,,,15.0
Actual,Melanoma of the skin,2019,Persons,20-24,120,6.9,,,,,20.0
Actual,Melanoma of the skin,2019,Persons,25-29,202,10.7,,,,,25.0
Actual,Melanoma of the skin,2019,Persons,30-34,379,20.1,,,,,30.0
Actual,Melanoma of the skin,2019,Persons,35-39,491,27.5,,,,,35.0
Actual,Melanoma of the skin,2019,Persons,40-44,638,39.9,,,,,40.0
Actual,Melanoma of the skin,2019,Persons,45-49,940,55.8,,,,,45.0
Actual,Melanoma of the skin,2019,Persons,50-54,1137,73.8,,,,,50.0
Actual,Melanoma of the skin,2019,Persons,55-59,1445,93.0,,,,,55.0
Actual,Melanoma of the skin,2019,Persons,60-64,1750,125.6,,,,,60.0
Actual,Melanoma of the skin,2019,Persons,65-69,1983,161.1,,,,,65.0
Actual,Melanoma of the skin,2019,Persons,70-74,2183,205.8,,,,,70.0
Actual,Melanoma of the skin,2019,Persons,75-79,1754,240.6,,,,,75.0
Actual,Melanoma of the skin,2019,Persons,80-84,1281,254.3,,,,,80.0
Actual,Melanoma of the skin,2019,Persons,85-89,822,263.7,,,,,85.0
Actual,Melanoma of the skin,2019,Persons,90+,459,234.9,,,,,90.0
Actual,Melanoma of the skin,2019,Persons,All ages combined,15628,61.7,53.8,65.0,40.9,36.6,
Projections,Melanoma of the skin,2020,Persons,00-04,0,0.0,,,,,0.0
Projections,Melanoma of the skin,2020,Persons,05-09,0,0.0,,,,,5.0
Projections,Melanoma of the skin,2020,Persons,10-14,5,0.3,,,,,10.0
Projections,Melanoma of the skin,2020,Persons,15-19,33,2.2,,,,,15.0
Projections,Melanoma of the skin,2020,Persons,20-24,106,6.2,,,,,20.0
Projections,Melanoma of the skin,2020,Persons,25-29,198,10.5,,,,,25.0
Projections,Melanoma of the skin,2020,Persons,30-34,374,19.6,,,,,30.0
Projections,Melanoma of the skin,2020,Persons,35-39,515,28.0,,,,,35.0
Projections,Melanoma of the skin,2020,Persons,40-44,676,41.7,,,,,40.0
Projections,Melanoma of the skin,2020,Persons,45-49,1001,59.5,,,,,45.0
Projections,Melanoma of the skin,2020,Persons,50-54,1188,75.8,,,,,50.0
Projections,Melanoma of the skin,2020,Persons,55-59,1525,97.3,,,,,55.0
Projections,Melanoma of the skin,2020,Persons,60-64,1817,126.3,,,,,60.0
Projections,Melanoma of the skin,2020,Persons,65-69,2107,166.9,,,,,65.0
Projections,Melanoma of the skin,2020,Persons,70-74,2356,212.1,,,,,70.0
Projections,Melanoma of the skin,2020,Persons,75-79,1892,246.6,,,,,75.0
Projections,Melanoma of the skin,2020,Persons,80-84,1353,257.2,,,,,80.0
Projections,Melanoma of the skin,2020,Persons,85-89,875,276.9,,,,,85.0
Projections,Melanoma of the skin,2020,Persons,90+,487,240.3,,,,,90.0
Projections,Melanoma of the skin,2020,Persons,All ages combined,16508,64.3,55.2,66.8,41.9,37.5,
Projections,Melanoma of the skin,2021,Persons,00-04,0,0.0,,,,,0.0
Projections,Melanoma of the skin,2021,Persons,05-09,0,0.0,,,,,5.0
Projections,Melanoma of the skin,2021,Persons,10-14,5,0.3,,,,,10.0
Projections,Melanoma of the skin,2021,Persons,15-19,32,2.2,,,,,15.0
Projections,Melanoma of the skin,2021,Persons,20-24,101,6.2,,,,,20.0
Projections,Melanoma of the skin,2021,Persons,25-29,183,10.0,,,,,25.0
Projections,Melanoma of the skin,2021,Persons,30-34,373,19.6,,,,,30.0
Projections,Melanoma of the skin,2021,Persons,35-39,520,27.8,,,,,35.0
Projections,Melanoma of the skin,2021,Persons,40-44,694,41.9,,,,,40.0
Projections,Melanoma of the skin,2021,Persons,45-49,996,60.4,,,,,45.0
Projections,Melanoma of the skin,2021,Persons,50-54,1236,76.7,,,,,50.0
Projections,Melanoma of the skin,2021,Persons,55-59,1531,98.7,,,,,55.0
Projections,Melanoma of the skin,2021,Persons,60-64,1866,127.4,,,,,60.0
Projections,Melanoma of the skin,2021,Persons,65-69,2159,168.7,,,,,65.0
Projections,Melanoma of the skin,2021,Persons,70-74,2479,216.2,,,,,70.0
Projections,Melanoma of the skin,2021,Persons,75-79,2032,251.7,,,,,75.0
Projections,Melanoma of the skin,2021,Persons,80-84,1425,261.3,,,,,80.0
Projections,Melanoma of the skin,2021,Persons,85-89,913,282.4,,,,,85.0
Projections,Melanoma of the skin,2021,Persons,90+,508,240.8,,,,,90.0
Projections,Melanoma of the skin,2021,Persons,All ages combined,17053,66.4,55.9,67.6,42.4,37.9,
Projections,Melanoma of the skin,2022,Persons,00-04,0,0.0,,,,,0.0
Projections,Melanoma of the skin,2022,Persons,05-09,1,0.1,,,,,5.0
Projections,Melanoma of the skin,2022,Persons,10-14,6,0.4,,,,,10.0
Projections,Melanoma of the skin,2022,Persons,15-19,33,2.2,,,,,15.0
Projections,Melanoma of the skin,2022,Persons,20-24,103,6.3,,,,,20.0
Projections,Melanoma of the skin,2022,Persons,25-29,177,9.7,,,,,25.0
Projections,Melanoma of the skin,2022,Persons,30-34,377,19.7,,,,,30.0
Projections,Melanoma of the skin,2022,Persons,35-39,525,27.7,,,,,35.0
Projections,Melanoma of the skin,2022,Persons,40-44,716,42.0,,,,,40.0
Projections,Melanoma of the skin,2022,Persons,45-49,999,61.6,,,,,45.0
Projections,Melanoma of the skin,2022,Persons,50-54,1283,77.6,,,,,50.0
Projections,Melanoma of the skin,2022,Persons,55-59,1530,99.8,,,,,55.0
Projections,Melanoma of the skin,2022,Persons,60-64,1916,128.5,,,,,60.0
Projections,Melanoma of the skin,2022,Persons,65-69,2222,170.8,,,,,65.0
Projections,Melanoma of the skin,2022,Persons,70-74,2519,220.3,,,,,70.0
Projections,Melanoma of the skin,2022,Persons,75-79,2248,257.2,,,,,75.0
Projections,Melanoma of the skin,2022,Persons,80-84,1499,264.9,,,,,80.0
Projections,Melanoma of the skin,2022,Persons,85-89,959,286.9,,,,,85.0
Projections,Melanoma of the skin,2022,Persons,90+,527,245.4,,,,,90.0
Projections,Melanoma of the skin,2022,Persons,All ages combined,17640,67.9,56.6,68.5,42.9,38.4,
Projections,Melanoma of the skin,2023,Persons,00-04,1,0.1,,,,,0.0
Projections,Melanoma of the skin,2023,Persons,05-09,1,0.1,,,,,5.0
Projections,Melanoma of the skin,2023,Persons,10-14,6,0.4,,,,,10.0
Projections,Melanoma of the skin,2023,Persons,15-19,36,2.3,,,,,15.0
Projections,Melanoma of the skin,2023,Persons,20-24,103,6.3,,,,,20.0
Projections,Melanoma of the skin,2023,Persons,25-29,169,9.3,,,,,25.0
Projections,Melanoma of the skin,2023,Persons,30-34,379,19.7,,,,,30.0
Projections,Melanoma of the skin,2023,Persons,35-39,528,27.6,,,,,35.0
Projections,Melanoma of the skin,2023,Persons,40-44,748,42.4,,,,,40.0
Projections,Melanoma of the skin,2023,Persons,45-49,1005,62.4,,,,,45.0
Projections,Melanoma of the skin,2023,Persons,50-54,1318,78.6,,,,,50.0
Projections,Melanoma of the skin,2023,Persons,55-59,1541,101.1,,,,,55.0
Projections,Melanoma of the skin,2023,Persons,60-64,1970,129.6,,,,,60.0
Projections,Melanoma of the skin,2023,Persons,65-69,2297,172.7,,,,,65.0
Projections,Melanoma of the skin,2023,Persons,70-74,2602,224.3,,,,,70.0
Projections,Melanoma of the skin,2023,Persons,75-79,2444,262.2,,,,,75.0
Projections,Melanoma of the skin,2023,Persons,80-84,1568,268.3,,,,,80.0
Projections,Melanoma of the skin,2023,Persons,85-89,1009,290.9,,,,,85.0
Projections,Melanoma of the skin,2023,Persons,90+,532,246.0,,,,,90.0
Projections,Melanoma of the skin,2023,Persons,All ages combined,18257,69.4,57.3,69.4,43.4,38.8,
Actual,Non-melanoma skin cancer (rare types),2001,Females,00-04,0,0.0,,,,,0.0
Actual,Non-melanoma skin cancer (rare types),2001,Females,05-09,0,0.0,,,,,5.0
Actual,Non-melanoma skin cancer (rare types),2001,Females,10-14,0,0.0,,,,,10.0
Actual,Non-melanoma skin cancer (rare types),2001,Females,15-19,0,0.0,,,,,15.0
Actual,Non-melanoma skin cancer (rare types),2001,Females,20-24,4,0.6,,,,,20.0
Actual,Non-melanoma skin cancer (rare types),2001,Females,25-29,1,0.1,,,,,25.0
Actual,Non-melanoma skin cancer (rare types),2001,Females,30-34,2,0.3,,,,,30.0
Actual,Non-melanoma skin cancer (rare types),2001,Females,35-39,2,0.3,,,,,35.0
Actual,Non-melanoma skin cancer (rare types),2001,Females,40-44,7,0.9,,,,,40.0
Actual,Non-melanoma skin cancer (rare types),2001,Females,45-49,1,0.1,,,,,45.0
Actual,Non-melanoma skin cancer (rare types),2001,Females,50-54,2,0.3,,,,,50.0
Actual,Non-melanoma skin cancer (rare types),2001,Females,55-59,10,2.0,,,,,55.0
Actual,Non-melanoma skin cancer (rare types),2001,Females,60-64,5,1.2,,,,,60.0
Actual,Non-melanoma skin cancer (rare types),2001,Females,65-69,22,6.4,,,,,65.0
Actual,Non-melanoma skin cancer (rare types),2001,Females,70-74,24,7.2,,,,,70.0
Actual,Non-melanoma skin cancer (rare types),2001,Females,75-79,25,8.6,,,,,75.0
Actual,Non-melanoma skin cancer (rare types),2001,Females,80-84,28,14.0,,,,,80.0
Actual,Non-melanoma skin cancer (rare types),2001,Females,85-89,33,27.5,,,,,85.0
Actual,Non-melanoma skin cancer (rare types),2001,Females,90+,14,22.6,,,,,90.0
Actual,Non-melanoma skin cancer (rare types),2001,Females,All ages combined,180,1.9,1.6,2.2,1.1,0.9,
Actual,Non-melanoma skin cancer (rare types),2002,Females,00-04,0,0.0,,,,,0.0
Actual,Non-melanoma skin cancer (rare types),2002,Females,05-09,0,0.0,,,,,5.0
Actual,Non-melanoma skin cancer (rare types),2002,Females,10-14,0,0.0,,,,,10.0
Actual,Non-melanoma skin cancer (rare types),2002,Females,15-19,0,0.0,,,,,15.0
Actual,Non-melanoma skin cancer (rare types),2002,Females,20-24,1,0.2,,,,,20.0
Actual,Non-melanoma skin cancer (rare types),2002,Females,25-29,2,0.3,,,,,25.0
Actual,Non-melanoma skin cancer (rare types),2002,Females,30-34,1,0.1,,,,,30.0
Actual,Non-melanoma skin cancer (rare types),2002,Females,35-39,0,0.0,,,,,35.0
Actual,Non-melanoma skin cancer (rare types),2002,Females,40-44,3,0.4,,,,,40.0
Actual,Non-melanoma skin cancer (rare types),2002,Females,45-49,9,1.3,,,,,45.0
Actual,Non-melanoma skin cancer (rare types),2002,Females,50-54,8,1.2,,,,,50.0
Actual,Non-melanoma skin cancer (rare types),2002,Females,55-59,9,1.7,,,,,55.0
Actual,Non-melanoma skin cancer (rare types),2002,Females,60-64,20,4.8,,,,,60.0
Actual,Non-melanoma skin cancer (rare types),2002,Females,65-69,20,5.7,,,,,65.0
Actual,Non-melanoma skin cancer (rare types),2002,Females,70-74,17,5.2,,,,,70.0
Actual,Non-melanoma skin cancer (rare types),2002,Females,75-79,30,10.3,,,,,75.0
Actual,Non-melanoma skin cancer (rare types),2002,Females,80-84,32,15.3,,,,,80.0
Actual,Non-melanoma skin cancer (rare types),2002,Females,85-89,29,23.6,,,,,85.0
Actual,Non-melanoma skin cancer (rare types),2002,Females,90+,12,18.5,,,,,90.0
Actual,Non-melanoma skin cancer (rare types),2002,Females,All ages combined,193,2.0,1.7,2.3,1.2,1.0,
Actual,Non-melanoma skin cancer (rare types),2003,Females,00-04,0,0.0,,,,,0.0
Actual,Non-melanoma skin cancer (rare types),2003,Females,05-09,0,0.0,,,,,5.0
Actual,Non-melanoma skin cancer (rare types),2003,Females,10-14,1,0.1,,,,,10.0
Actual,Non-melanoma skin cancer (rare types),2003,Females,15-19,0,0.0,,,,,15.0
Actual,Non-melanoma skin cancer (rare types),2003,Females,20-24,2,0.3,,,,,20.0
Actual,Non-melanoma skin cancer (rare types),2003,Females,25-29,1,0.1,,,,,25.0
Actual,Non-melanoma skin cancer (rare types),2003,Females,30-34,3,0.4,,,,,30.0
Actual,Non-melanoma skin cancer (rare types),2003,Females,35-39,2,0.3,,,,,35.0
Actual,Non-melanoma skin cancer (rare types),2003,Females,40-44,5,0.7,,,,,40.0
Actual,Non-melanoma skin cancer (rare types),2003,Females,45-49,6,0.9,,,,,45.0
Actual,Non-melanoma skin cancer (rare types),2003,Females,50-54,11,1.7,,,,,50.0
Actual,Non-melanoma skin cancer (rare types),2003,Females,55-59,11,1.9,,,,,55.0
Actual,Non-melanoma skin cancer (rare types),2003,Females,60-64,11,2.6,,,,,60.0
Actual,Non-melanoma skin cancer (rare types),2003,Females,65-69,11,3.0,,,,,65.0
Actual,Non-melanoma skin cancer (rare types),2003,Females,70-74,27,8.3,,,,,70.0
Actual,Non-melanoma skin cancer (rare types),2003,Females,75-79,39,13.2,,,,,75.0
Actual,Non-melanoma skin cancer (rare types),2003,Females,80-84,34,15.5,,,,,80.0
Actual,Non-melanoma skin cancer (rare types),2003,Females,85-89,36,28.9,,,,,85.0
Actual,Non-melanoma skin cancer (rare types),2003,Females,90+,14,20.7,,,,,90.0
Actual,Non-melanoma skin cancer (rare types),2003,Females,All ages combined,214,2.2,1.9,2.4,1.2,1.0,
Actual,Non-melanoma skin cancer (rare types),2004,Females,00-04,0,0.0,,,,,0.0
