data_type,cancer,year,sex,age_group,count,age_specific_rate,asr_2001,asr_2023,asr_who,asr_segi,age_start
Actual,Melanoma of the skin,1998,Males,55-59,446,99.9,,,,,55.0
Actual,Melanoma of the skin,1998,Males,60-64,428,115.7,,,,,60.0
Actual,Melanoma of the skin,1998,Males,65-69,503,150.8,,,,,65.0
Actual,Melanoma of the skin,1998,Males,70-74,514,179.3,,,,,70.0
Actual,Melanoma of the skin,1998,Males,75-79,459,229.9,,,,,75.0
Actual,Melanoma of the skin,1998,Males,80-84,244,221.5,,,,,80.0
Actual,Melanoma of the skin,1998,Males,85-89,114,226.7,,,,,85.0
Actual,Melanoma of the skin,1998,Males,90+,34,193.5,,,,,90.0
Actual,Melanoma of the skin,1998,Males,All ages combined,4482,48.5,53.0,63.0,41.1,37.0,
Actual,Melanoma of the skin,1999,Males,00-04,0,0.0,,,,,0.0
Actual,Melanoma of the skin,1999,Males,05-09,2,0.3,,,,,5.0
Actual,Melanoma of the skin,1999,Males,10-14,2,0.3,,,,,10.0
Actual,Melanoma of the skin,1999,Males,15-19,44,6.7,,,,,15.0
Actual,Melanoma of the skin,1999,Males,20-24,69,10.5,,,,,20.0
Actual,Melanoma of the skin,1999,Males,25-29,125,17.2,,,,,25.0
Actual,Melanoma of the skin,1999,Males,30-34,172,24.7,,,,,30.0
Actual,Melanoma of the skin,1999,Males,35-39,245,32.8,,,,,35.0
Actual,Melanoma of the skin,1999,Males,40-44,295,42.0,,,,,40.0
Actual,Melanoma of the skin,1999,Males,45-49,400,60.7,,,,,45.0
Actual,Melanoma of the skin,1999,Males,50-54,445,72.9,,,,,50.0
Actual,Melanoma of the skin,1999,Males,55-59,453,97.1,,,,,55.0
Actual,Melanoma of the skin,1999,Males,60-64,479,125.2,,,,,60.0
Actual,Melanoma of the skin,1999,Males,65-69,497,149.8,,,,,65.0
Actual,Melanoma of the skin,1999,Males,70-74,580,198.1,,,,,70.0
Actual,Melanoma of the skin,1999,Males,75-79,474,224.7,,,,,75.0
Actual,Melanoma of the skin,1999,Males,80-84,289,258.2,,,,,80.0
Actual,Melanoma of the skin,1999,Males,85-89,121,226.6,,,,,85.0
Actual,Melanoma of the skin,1999,Males,90+,44,231.9,,,,,90.0
Actual,Melanoma of the skin,1999,Males,All ages combined,4736,50.7,54.8,65.4,42.5,38.2,
Actual,Melanoma of the skin,2000,Males,00-04,0,0.0,,,,,0.0
Actual,Melanoma of the skin,2000,Males,05-09,0,0.0,,,,,5.0
Actual,Melanoma of the skin,2000,Males,10-14,5,0.7,,,,,10.0
Actual,Melanoma of the skin,2000,Males,15-19,34,5.1,,,,,15.0
Actual,Melanoma of the skin,2000,Males,20-24,71,10.9,,,,,20.0
Actual,Melanoma of the skin,2000,Males,25-29,131,18.3,,,,,25.0
Actual,Melanoma of the skin,2000,Males,30-34,166,23.6,,,,,30.0
Actual,Melanoma of the skin,2000,Males,35-39,229,30.8,,,,,35.0
Actual,Melanoma of the skin,2000,Males,40-44,326,45.5,,,,,40.0
Actual,Melanoma of the skin,2000,Males,45-49,400,60.3,,,,,45.0
Actual,Melanoma of the skin,2000,Males,50-54,470,74.5,,,,,50.0
Actual,Melanoma of the skin,2000,Males,55-59,486,99.8,,,,,55.0
Actual,Melanoma of the skin,2000,Males,60-64,487,122.3,,,,,60.0
Actual,Melanoma of the skin,2000,Males,65-69,489,148.2,,,,,65.0
Actual,Melanoma of the skin,2000,Males,70-74,621,208.6,,,,,70.0
Actual,Melanoma of the skin,2000,Males,75-79,492,225.5,,,,,75.0
Actual,Melanoma of the skin,2000,Males,80-84,296,250.4,,,,,80.0
Actual,Melanoma of the skin,2000,Males,85-89,133,235.7,,,,,85.0
Actual,Melanoma of the skin,2000,Males,90+,54,262.1,,,,,90.0
Actual,Melanoma of the skin,2000,Males,All ages combined,4890,51.8,55.4,66.1,42.8,38.4,
Actual,Melanoma of the skin,2001,Males,00-04,0,0.0,,,,,0.0
Actual,Melanoma of the skin,2001,Males,05-09,0,0.0,,,,,5.0
Actual,Melanoma of the skin,2001,Males,10-14,7,1.0,,,,,10.0
Actual,Melanoma of the skin,2001,Males,15-19,42,6.1,,,,,15.0
Actual,Melanoma of the skin,2001,Males,20-24,54,8.3,,,,,20.0
Actual,Melanoma of the skin,2001,Males,25-29,134,19.3,,,,,25.0
Actual,Melanoma of the skin,2001,Males,30-34,163,22.6,,,,,30.0
Actual,Melanoma of the skin,2001,Males,35-39,238,32.3,,,,,35.0
Actual,Melanoma of the skin,2001,Males,40-44,298,40.8,,,,,40.0
Actual,Melanoma of the skin,2001,Males,45-49,407,60.7,,,,,45.0
Actual,Melanoma of the skin,2001,Males,50-54,515,79.5,,,,,50.0
Actual,Melanoma of the skin,2001,Males,55-59,532,104.4,,,,,55.0
Actual,Melanoma of the skin,2001,Males,60-64,476,115.8,,,,,60.0
Actual,Melanoma of the skin,2001,Males,65-69,543,162.9,,,,,65.0
Actual,Melanoma of the skin,2001,Males,70-74,590,195.7,,,,,70.0
Actual,Melanoma of the skin,2001,Males,75-79,565,250.2,,,,,75.0
Actual,Melanoma of the skin,2001,Males,80-84,329,258.3,,,,,80.0
Actual,Melanoma of the skin,2001,Males,85-89,148,250.7,,,,,85.0
Actual,Melanoma of the skin,2001,Males,90+,60,268.8,,,,,90.0
Actual,Melanoma of the skin,2001,Males,All ages combined,5101,53.3,56.4,67.5,43.4,38.9,
Actual,Melanoma of the skin,2002,Males,00-04,1,0.2,,,,,0.0
Actual,Melanoma of the skin,2002,Males,05-09,0,0.0,,,,,5.0
Actual,Melanoma of the skin,2002,Males,10-14,3,0.4,,,,,10.0
Actual,Melanoma of the skin,2002,Males,15-19,37,5.4,,,,,15.0
Actual,Melanoma of the skin,2002,Males,20-24,76,11.4,,,,,20.0
Actual,Melanoma of the skin,2002,Males,25-29,110,16.1,,,,,25.0
Actual,Melanoma of the skin,2002,Males,30-34,178,24.1,,,,,30.0
Actual,Melanoma of the skin,2002,Males,35-39,228,31.3,,,,,35.0
Actual,Melanoma of the skin,2002,Males,40-44,380,51.0,,,,,40.0
Actual,Melanoma of the skin,2002,Males,45-49,426,62.5,,,,,45.0
Actual,Melanoma of the skin,2002,Males,50-54,538,83.5,,,,,50.0
Actual,Melanoma of the skin,2002,Males,55-59,595,109.0,,,,,55.0
Actual,Melanoma of the skin,2002,Males,60-64,618,146.1,,,,,60.0
Actual,Melanoma of the skin,2002,Males,65-69,542,158.8,,,,,65.0
Actual,Melanoma of the skin,2002,Males,70-74,719,238.5,,,,,70.0
Actual,Melanoma of the skin,2002,Males,75-79,559,241.7,,,,,75.0
Actual,Melanoma of the skin,2002,Males,80-84,363,267.4,,,,,80.0
Actual,Melanoma of the skin,2002,Males,85-89,190,309.5,,,,,85.0
Actual,Melanoma of the skin,2002,Males,90+,57,245.2,,,,,90.0
Actual,Melanoma of the skin,2002,Males,All ages combined,5620,58.1,60.7,72.7,46.7,42.0,
Actual,Melanoma of the skin,2003,Males,00-04,1,0.2,,,,,0.0
Actual,Melanoma of the skin,2003,Males,05-09,0,0.0,,,,,5.0
Actual,Melanoma of the skin,2003,Males,10-14,4,0.6,,,,,10.0
Actual,Melanoma of the skin,2003,Males,15-19,33,4.8,,,,,15.0
Actual,Melanoma of the skin,2003,Males,20-24,56,8.2,,,,,20.0
Actual,Melanoma of the skin,2003,Males,25-29,110,16.3,,,,,25.0
Actual,Melanoma of the skin,2003,Males,30-34,167,22.3,,,,,30.0
Actual,Melanoma of the skin,2003,Males,35-39,232,32.2,,,,,35.0
Actual,Melanoma of the skin,2003,Males,40-44,313,41.4,,,,,40.0
Actual,Melanoma of the skin,2003,Males,45-49,398,57.5,,,,,45.0
Actual,Melanoma of the skin,2003,Males,50-54,543,83.9,,,,,50.0
Actual,Melanoma of the skin,2003,Males,55-59,697,120.6,,,,,55.0
Actual,Melanoma of the skin,2003,Males,60-64,533,122.8,,,,,60.0
Actual,Melanoma of the skin,2003,Males,65-69,544,155.1,,,,,65.0
Actual,Melanoma of the skin,2003,Males,70-74,630,210.6,,,,,70.0
Actual,Melanoma of the skin,2003,Males,75-79,652,274.4,,,,,75.0
Actual,Melanoma of the skin,2003,Males,80-84,406,282.0,,,,,80.0
Actual,Melanoma of the skin,2003,Males,85-89,195,310.4,,,,,85.0
Actual,Melanoma of the skin,2003,Males,90+,64,263.2,,,,,90.0
Actual,Melanoma of the skin,2003,Males,All ages combined,5578,57.0,59.1,71.0,45.0,40.1,
Actual,Melanoma of the skin,2004,Males,00-04,0,0.0,,,,,0.0
Actual,Melanoma of the skin,2004,Males,05-09,0,0.0,,,,,5.0
Actual,Melanoma of the skin,2004,Males,10-14,4,0.6,,,,,10.0
Actual,Melanoma of the skin,2004,Males,15-19,31,4.4,,,,,15.0
Actual,Melanoma of the skin,2004,Males,20-24,79,11.2,,,,,20.0
Actual,Melanoma of the skin,2004,Males,25-29,116,17.2,,,,,25.0
Actual,Melanoma of the skin,2004,Males,30-34,195,26.0,,,,,30.0
Actual,Melanoma of the skin,2004,Males,35-39,206,28.6,,,,,35.0
Actual,Melanoma of the skin,2004,Males,40-44,274,36.1,,,,,40.0
Actual,Melanoma of the skin,2004,Males,45-49,374,52.9,,,,,45.0
Actual,Melanoma of the skin,2004,Males,50-54,494,75.7,,,,,50.0
Actual,Melanoma of the skin,2004,Males,55-59,627,104.9,,,,,55.0
Actual,Melanoma of the skin,2004,Males,60-64,610,135.4,,,,,60.0
Actual,Melanoma of the skin,2004,Males,65-69,629,174.2,,,,,65.0
Actual,Melanoma of the skin,2004,Males,70-74,593,199.2,,,,,70.0
Actual,Melanoma of the skin,2004,Males,75-79,615,253.1,,,,,75.0
Actual,Melanoma of the skin,2004,Males,80-84,487,320.0,,,,,80.0
Actual,Melanoma of the skin,2004,Males,85-89,190,296.3,,,,,85.0
Actual,Melanoma of the skin,2004,Males,90+,78,303.9,,,,,90.0
Actual,Melanoma of the skin,2004,Males,All ages combined,5602,56.6,58.2,70.6,44.4,39.6,
Actual,Melanoma of the skin,2005,Males,00-04,1,0.2,,,,,0.0
Actual,Melanoma of the skin,2005,Males,05-09,2,0.3,,,,,5.0
Actual,Melanoma of the skin,2005,Males,10-14,2,0.3,,,,,10.0
Actual,Melanoma of the skin,2005,Males,15-19,32,4.5,,,,,15.0
Actual,Melanoma of the skin,2005,Males,20-24,58,8.1,,,,,20.0
Actual,Melanoma of the skin,2005,Males,25-29,122,17.9,,,,,25.0
Actual,Melanoma of the skin,2005,Males,30-34,172,23.1,,,,,30.0
Actual,Melanoma of the skin,2005,Males,35-39,227,31.1,,,,,35.0
Actual,Melanoma of the skin,2005,Males,40-44,316,41.7,,,,,40.0
Actual,Melanoma of the skin,2005,Males,45-49,447,62.1,,,,,45.0
Actual,Melanoma of the skin,2005,Males,50-54,523,79.4,,,,,50.0
Actual,Melanoma of the skin,2005,Males,55-59,706,114.7,,,,,55.0
Actual,Melanoma of the skin,2005,Males,60-64,658,140.1,,,,,60.0
Actual,Melanoma of the skin,2005,Males,65-69,678,181.8,,,,,65.0
Actual,Melanoma of the skin,2005,Males,70-74,666,224.2,,,,,70.0
Actual,Melanoma of the skin,2005,Males,75-79,689,278.7,,,,,75.0
Actual,Melanoma of the skin,2005,Males,80-84,507,320.3,,,,,80.0
Actual,Melanoma of the skin,2005,Males,85-89,242,349.6,,,,,85.0
Actual,Melanoma of the skin,2005,Males,90+,91,333.6,,,,,90.0
Actual,Melanoma of the skin,2005,Males,All ages combined,6139,61.3,62.4,75.8,47.4,42.3,
Actual,Melanoma of the skin,2006,Males,00-04,0,0.0,,,,,0.0
Actual,Melanoma of the skin,2006,Males,05-09,0,0.0,,,,,5.0
Actual,Melanoma of the skin,2006,Males,10-14,3,0.4,,,,,10.0
Actual,Melanoma of the skin,2006,Males,15-19,31,4.3,,,,,15.0
Actual,Melanoma of the skin,2006,Males,20-24,60,8.1,,,,,20.0
Actual,Melanoma of the skin,2006,Males,25-29,110,15.8,,,,,25.0
Actual,Melanoma of the skin,2006,Males,30-34,171,23.3,,,,,30.0
Actual,Melanoma of the skin,2006,Males,35-39,224,29.9,,,,,35.0
Actual,Melanoma of the skin,2006,Males,40-44,310,41.2,,,,,40.0
Actual,Melanoma of the skin,2006,Males,45-49,409,55.9,,,,,45.0
Actual,Melanoma of the skin,2006,Males,50-54,500,74.6,,,,,50.0
Actual,Melanoma of the skin,2006,Males,55-59,692,110.0,,,,,55.0
Actual,Melanoma of the skin,2006,Males,60-64,664,135.3,,,,,60.0
Actual,Melanoma of the skin,2006,Males,65-69,691,180.9,,,,,65.0
Actual,Melanoma of the skin,2006,Males,70-74,693,230.7,,,,,70.0
Actual,Melanoma of the skin,2006,Males,75-79,726,290.4,,,,,75.0
Actual,Melanoma of the skin,2006,Males,80-84,476,289.5,,,,,80.0
Actual,Melanoma of the skin,2006,Males,85-89,242,324.2,,,,,85.0
Actual,Melanoma of the skin,2006,Males,90+,103,359.8,,,,,90.0
Actual,Melanoma of the skin,2006,Males,All ages combined,6105,60.1,60.8,74.1,46.0,41.0,
Actual,Melanoma of the skin,2007,Males,00-04,0,0.0,,,,,0.0
Actual,Melanoma of the skin,2007,Males,05-09,0,0.0,,,,,5.0
Actual,Melanoma of the skin,2007,Males,10-14,3,0.4,,,,,10.0
Actual,Melanoma of the skin,2007,Males,15-19,17,2.3,,,,,15.0
Actual,Melanoma of the skin,2007,Males,20-24,56,7.4,,,,,20.0
Actual,Melanoma of the skin,2007,Males,25-29,86,11.9,,,,,25.0
Actual,Melanoma of the skin,2007,Males,30-34,156,21.5,,,,,30.0
Actual,Melanoma of the skin,2007,Males,35-39,191,24.7,,,,,35.0
Actual,Melanoma of the skin,2007,Males,40-44,243,32.5,,,,,40.0
Actual,Melanoma of the skin,2007,Males,45-49,402,53.8,,,,,45.0
Actual,Melanoma of the skin,2007,Males,50-54,528,77.4,,,,,50.0
Actual,Melanoma of the skin,2007,Males,55-59,676,108.0,,,,,55.0
Actual,Melanoma of the skin,2007,Males,60-64,736,139.2,,,,,60.0
Actual,Melanoma of the skin,2007,Males,65-69,707,178.0,,,,,65.0
Actual,Melanoma of the skin,2007,Males,70-74,682,221.2,,,,,70.0
Actual,Melanoma of the skin,2007,Males,75-79,645,256.6,,,,,75.0
Actual,Melanoma of the skin,2007,Males,80-84,539,316.7,,,,,80.0
Actual,Melanoma of the skin,2007,Males,85-89,271,335.9,,,,,85.0
Actual,Melanoma of the skin,2007,Males,90+,99,327.4,,,,,90.0
Actual,Melanoma of the skin,2007,Males,All ages combined,6037,58.3,58.3,71.5,43.9,39.1,
Actual,Melanoma of the skin,2008,Males,00-04,0,0.0,,,,,0.0
Actual,Melanoma of the skin,2008,Males,05-09,1,0.1,,,,,5.0
Actual,Melanoma of the skin,2008,Males,10-14,3,0.4,,,,,10.0
Actual,Melanoma of the skin,2008,Males,15-19,22,3.0,,,,,15.0
Actual,Melanoma of the skin,2008,Males,20-24,59,7.5,,,,,20.0
Actual,Melanoma of the skin,2008,Males,25-29,87,11.5,,,,,25.0
Actual,Melanoma of the skin,2008,Males,30-34,141,19.4,,,,,30.0
Actual,Melanoma of the skin,2008,Males,35-39,254,32.2,,,,,35.0
Actual,Melanoma of the skin,2008,Males,40-44,313,42.0,,,,,40.0
Actual,Melanoma of the skin,2008,Males,45-49,410,53.8,,,,,45.0
Actual,Melanoma of the skin,2008,Males,50-54,567,81.8,,,,,50.0
Actual,Melanoma of the skin,2008,Males,55-59,668,105.8,,,,,55.0
Actual,Melanoma of the skin,2008,Males,60-64,800,142.9,,,,,60.0
Actual,Melanoma of the skin,2008,Males,65-69,778,189.3,,,,,65.0
Actual,Melanoma of the skin,2008,Males,70-74,660,207.8,,,,,70.0
Actual,Melanoma of the skin,2008,Males,75-79,689,273.9,,,,,75.0
Actual,Melanoma of the skin,2008,Males,80-84,649,368.6,,,,,80.0
Actual,Melanoma of the skin,2008,Males,85-89,317,368.5,,,,,85.0
Actual,Melanoma of the skin,2008,Males,90+,110,351.3,,,,,90.0
Actual,Melanoma of the skin,2008,Males,All ages combined,6528,61.7,61.6,75.3,46.2,41.0,
Actual,Melanoma of the skin,2009,Males,00-04,1,0.1,,,,,0.0
Actual,Melanoma of the skin,2009,Males,05-09,0,0.0,,,,,5.0
Actual,Melanoma of the skin,2009,Males,10-14,9,1.3,,,,,10.0
Actual,Melanoma of the skin,2009,Males,15-19,27,3.6,,,,,15.0
Actual,Melanoma of the skin,2009,Males,20-24,48,5.9,,,,,20.0
Actual,Melanoma of the skin,2009,Males,25-29,101,12.6,,,,,25.0
Actual,Melanoma of the skin,2009,Males,30-34,148,20.0,,,,,30.0
Actual,Melanoma of the skin,2009,Males,35-39,256,32.1,,,,,35.0
Actual,Melanoma of the skin,2009,Males,40-44,299,39.8,,,,,40.0
Actual,Melanoma of the skin,2009,Males,45-49,385,50.0,,,,,45.0
Actual,Melanoma of the skin,2009,Males,50-54,553,78.0,,,,,50.0
Actual,Melanoma of the skin,2009,Males,55-59,691,108.1,,,,,55.0
Actual,Melanoma of the skin,2009,Males,60-64,811,139.9,,,,,60.0
Actual,Melanoma of the skin,2009,Males,65-69,757,175.9,,,,,65.0
Actual,Melanoma of the skin,2009,Males,70-74,795,241.2,,,,,70.0
Actual,Melanoma of the skin,2009,Males,75-79,711,281.5,,,,,75.0
Actual,Melanoma of the skin,2009,Males,80-84,567,313.3,,,,,80.0
Actual,Melanoma of the skin,2009,Males,85-89,333,364.0,,,,,85.0
Actual,Melanoma of the skin,2009,Males,90+,110,338.2,,,,,90.0
Actual,Melanoma of the skin,2009,Males,All ages combined,6602,61.1,60.8,74.4,45.6,40.5,
Actual,Melanoma of the skin,2010,Males,00-04,1,0.1,,,,,0.0
Actual,Melanoma of the skin,2010,Males,05-09,0,0.0,,,,,5.0
Actual,Melanoma of the skin,2010,Males,10-14,2,0.3,,,,,10.0
Actual,Melanoma of the skin,2010,Males,15-19,18,2.4,,,,,15.0
Actual,Melanoma of the skin,2010,Males,20-24,29,3.5,,,,,20.0
Actual,Melanoma of the skin,2010,Males,25-29,104,12.6,,,,,25.0
Actual,Melanoma of the skin,2010,Males,30-34,154,20.5,,,,,30.0
Actual,Melanoma of the skin,2010,Males,35-39,216,27.2,,,,,35.0
Actual,Melanoma of the skin,2010,Males,40-44,299,39.2,,,,,40.0
Actual,Melanoma of the skin,2010,Males,45-49,380,49.3,,,,,45.0
Actual,Melanoma of the skin,2010,Males,50-54,554,76.5,,,,,50.0
Actual,Melanoma of the skin,2010,Males,55-59,687,105.9,,,,,55.0
Actual,Melanoma of the skin,2010,Males,60-64,868,145.4,,,,,60.0
Actual,Melanoma of the skin,2010,Males,65-69,816,180.8,,,,,65.0
Actual,Melanoma of the skin,2010,Males,70-74,814,236.6,,,,,70.0
Actual,Melanoma of the skin,2010,Males,75-79,737,290.4,,,,,75.0
Actual,Melanoma of the skin,2010,Males,80-84,645,346.2,,,,,80.0
Actual,Melanoma of the skin,2010,Males,85-89,343,356.6,,,,,85.0
Actual,Melanoma of the skin,2010,Males,90+,137,387.2,,,,,90.0
Actual,Melanoma of the skin,2010,Males,All ages combined,6804,62.0,61.0,75.2,45.4,40.2,
Actual,Melanoma of the skin,2011,Males,00-04,1,0.1,,,,,0.0
Actual,Melanoma of the skin,2011,Males,05-09,1,0.1,,,,,5.0
Actual,Melanoma of the skin,2011,Males,10-14,5,0.7,,,,,10.0
Actual,Melanoma of the skin,2011,Males,15-19,18,2.4,,,,,15.0
Actual,Melanoma of the skin,2011,Males,20-24,44,5.3,,,,,20.0
Actual,Melanoma of the skin,2011,Males,25-29,98,11.7,,,,,25.0
Actual,Melanoma of the skin,2011,Males,30-34,142,18.5,,,,,30.0
Actual,Melanoma of the skin,2011,Males,35-39,194,24.8,,,,,35.0
Actual,Melanoma of the skin,2011,Males,40-44,314,39.9,,,,,40.0
Actual,Melanoma of the skin,2011,Males,45-49,387,50.6,,,,,45.0
Actual,Melanoma of the skin,2011,Males,50-54,518,70.0,,,,,50.0
Actual,Melanoma of the skin,2011,Males,55-59,690,104.2,,,,,55.0
Actual,Melanoma of the skin,2011,Males,60-64,962,157.4,,,,,60.0
Actual,Melanoma of the skin,2011,Males,65-69,866,182.6,,,,,65.0
Actual,Melanoma of the skin,2011,Males,70-74,819,229.2,,,,,70.0
Actual,Melanoma of the skin,2011,Males,75-79,651,251.9,,,,,75.0
Actual,Melanoma of the skin,2011,Males,80-84,599,314.3,,,,,80.0
Actual,Melanoma of the skin,2011,Males,85-89,354,350.7,,,,,85.0
Actual,Melanoma of the skin,2011,Males,90+,140,367.1,,,,,90.0
Actual,Melanoma of the skin,2011,Males,All ages combined,6803,61.2,59.0,72.7,44.3,39.6,
Actual,Melanoma of the skin,2012,Males,00-04,1,0.1,,,,,0.0
Actual,Melanoma of the skin,2012,Males,05-09,0,0.0,,,,,5.0
Actual,Melanoma of the skin,2012,Males,10-14,1,0.1,,,,,10.0
Actual,Melanoma of the skin,2012,Males,15-19,16,2.1,,,,,15.0
Actual,Melanoma of the skin,2012,Males,20-24,51,6.1,,,,,20.0
Actual,Melanoma of the skin,2012,Males,25-29,100,11.6,,,,,25.0
Actual,Melanoma of the skin,2012,Males,30-34,152,19.0,,,,,30.0
Actual,Melanoma of the skin,2012,Males,35-39,202,26.0,,,,,35.0
Actual,Melanoma of the skin,2012,Males,40-44,313,38.7,,,,,40.0
Actual,Melanoma of the skin,2012,Males,45-49,380,50.0,,,,,45.0
Actual,Melanoma of the skin,2012,Males,50-54,591,78.4,,,,,50.0
Actual,Melanoma of the skin,2012,Males,55-59,700,103.9,,,,,55.0
Actual,Melanoma of the skin,2012,Males,60-64,888,145.8,,,,,60.0
Actual,Melanoma of the skin,2012,Males,65-69,973,191.6,,,,,65.0
Actual,Melanoma of the skin,2012,Males,70-74,901,243.5,,,,,70.0
Actual,Melanoma of the skin,2012,Males,75-79,740,277.4,,,,,75.0
Actual,Melanoma of the skin,2012,Males,80-84,585,303.8,,,,,80.0
Actual,Melanoma of the skin,2012,Males,85-89,401,380.5,,,,,85.0
Actual,Melanoma of the skin,2012,Males,90+,161,386.5,,,,,90.0
Actual,Melanoma of the skin,2012,Males,All ages combined,7156,63.3,60.7,74.9,45.3,40.4,
Actual,Melanoma of the skin,2013,Males,00-04,1,0.1,,,,,0.0
Actual,Melanoma of the skin,2013,Males,05-09,1,0.1,,,,,5.0
Actual,Melanoma of the skin,2013,Males,10-14,2,0.3,,,,,10.0
Actual,Melanoma of the skin,2013,Males,15-19,13,1.7,,,,,15.0
Actual,Melanoma of the skin,2013,Males,20-24,45,5.4,,,,,20.0
Actual,Melanoma of the skin,2013,Males,25-29,93,10.6,,,,,25.0
Actual,Melanoma of the skin,2013,Males,30-34,136,16.4,,,,,30.0
Actual,Melanoma of the skin,2013,Males,35-39,211,27.2,,,,,35.0
Actual,Melanoma of the skin,2013,Males,40-44,303,36.9,,,,,40.0
Actual,Melanoma of the skin,2013,Males,45-49,405,53.5,,,,,45.0
Actual,Melanoma of the skin,2013,Males,50-54,568,74.2,,,,,50.0
Actual,Melanoma of the skin,2013,Males,55-59,695,101.5,,,,,55.0
Actual,Melanoma of the skin,2013,Males,60-64,954,155.1,,,,,60.0
Actual,Melanoma of the skin,2013,Males,65-69,1074,200.1,,,,,65.0
Actual,Melanoma of the skin,2013,Males,70-74,950,249.0,,,,,70.0
Actual,Melanoma of the skin,2013,Males,75-79,818,296.2,,,,,75.0
Actual,Melanoma of the skin,2013,Males,80-84,675,347.8,,,,,80.0
Actual,Melanoma of the skin,2013,Males,85-89,409,370.1,,,,,85.0
Actual,Melanoma of the skin,2013,Males,90+,180,399.8,,,,,90.0
Actual,Melanoma of the skin,2013,Males,All ages combined,7533,65.5,62.2,77.2,46.2,41.1,
Actual,Melanoma of the skin,2014,Males,00-04,0,0.0,,,,,0.0
Actual,Melanoma of the skin,2014,Males,05-09,0,0.0,,,,,5.0
Actual,Melanoma of the skin,2014,Males,10-14,1,0.1,,,,,10.0
Actual,Melanoma of the skin,2014,Males,15-19,16,2.1,,,,,15.0
Actual,Melanoma of the skin,2014,Males,20-24,44,5.2,,,,,20.0
Actual,Melanoma of the skin,2014,Males,25-29,86,9.7,,,,,25.0
Actual,Melanoma of the skin,2014,Males,30-34,137,16.0,,,,,30.0
Actual,Melanoma of the skin,2014,Males,35-39,205,26.4,,,,,35.0
Actual,Melanoma of the skin,2014,Males,40-44,323,39.3,,,,,40.0
Actual,Melanoma of the skin,2014,Males,45-49,392,51.7,,,,,45.0
Actual,Melanoma of the skin,2014,Males,50-54,603,78.2,,,,,50.0
Actual,Melanoma of the skin,2014,Males,55-59,692,99.2,,,,,55.0
Actual,Melanoma of the skin,2014,Males,60-64,901,144.9,,,,,60.0
Actual,Melanoma of the skin,2014,Males,65-69,1130,203.4,,,,,65.0
Actual,Melanoma of the skin,2014,Males,70-74,929,233.1,,,,,70.0
Actual,Melanoma of the skin,2014,Males,75-79,867,302.4,,,,,75.0
Actual,Melanoma of the skin,2014,Males,80-84,734,374.0,,,,,80.0
Actual,Melanoma of the skin,2014,Males,85-89,456,396.6,,,,,85.0
Actual,Melanoma of the skin,2014,Males,90+,202,413.3,,,,,90.0
Actual,Melanoma of the skin,2014,Males,All ages combined,7718,66.1,62.3,77.3,46.0,40.7,
Actual,Melanoma of the skin,2015,Males,00-04,0,0.0,,,,,0.0
Actual,Melanoma of the skin,2015,Males,05-09,0,0.0,,,,,5.0
Actual,Melanoma of the skin,2015,Males,10-14,1,0.1,,,,,10.0
Actual,Melanoma of the skin,2015,Males,15-19,10,1.3,,,,,15.0
Actual,Melanoma of the skin,2015,Males,20-24,42,4.9,,,,,20.0
Actual,Melanoma of the skin,2015,Males,25-29,82,9.2,,,,,25.0
Actual,Melanoma of the skin,2015,Males,30-34,137,15.7,,,,,30.0
Actual,Melanoma of the skin,2015,Males,35-39,189,24.1,,,,,35.0
Actual,Melanoma of the skin,2015,Males,40-44,324,39.5,,,,,40.0
Actual,Melanoma of the skin,2015,Males,45-49,444,57.8,,,,,45.0
Actual,Melanoma of the skin,2015,Males,50-54,592,76.9,,,,,50.0
Actual,Melanoma of the skin,2015,Males,55-59,743,104.6,,,,,55.0
Actual,Melanoma of the skin,2015,Males,60-64,969,154.2,,,,,60.0
Actual,Melanoma of the skin,2015,Males,65-69,1147,200.1,,,,,65.0
Actual,Melanoma of the skin,2015,Males,70-74,1119,268.8,,,,,70.0
Actual,Melanoma of the skin,2015,Males,75-79,923,309.6,,,,,75.0
Actual,Melanoma of the skin,2015,Males,80-84,638,322.5,,,,,80.0
Actual,Melanoma of the skin,2015,Males,85-89,453,379.7,,,,,85.0
Actual,Melanoma of the skin,2015,Males,90+,201,382.4,,,,,90.0
Actual,Melanoma of the skin,2015,Males,All ages combined,8014,67.8,63.1,78.2,46.8,41.7,
Actual,Melanoma of the skin,2016,Males,00-04,1,0.1,,,,,0.0
Actual,Melanoma of the skin,2016,Males,05-09,0,0.0,,,,,5.0
Actual,Melanoma of the skin,2016,Males,10-14,4,0.5,,,,,10.0
Actual,Melanoma of the skin,2016,Males,15-19,13,1.7,,,,,15.0
Actual,Melanoma of the skin,2016,Males,20-24,38,4.4,,,,,20.0
Actual,Melanoma of the skin,2016,Males,25-29,89,9.8,,,,,25.0
Actual,Melanoma of the skin,2016,Males,30-34,159,17.8,,,,,30.0
Actual,Melanoma of the skin,2016,Males,35-39,218,27.2,,,,,35.0
Actual,Melanoma of the skin,2016,Males,40-44,350,43.3,,,,,40.0
Actual,Melanoma of the skin,2016,Males,45-49,478,60.8,,,,,45.0
Actual,Melanoma of the skin,2016,Males,50-54,595,78.0,,,,,50.0
Actual,Melanoma of the skin,2016,Males,55-59,848,117.2,,,,,55.0
